,TeamID,SEASON,LeagueID,PLAYER,PLAYER_SLUG,NUM,POSITION,HEIGHT,WEIGHT,BIRTH_DATE,AGE,EXP,SCHOOL,PLAYER_ID,NICKNAME,HOW_ACQUIRED
0,1610612737,2021,00,Delon Wright,delon-wright,0,G,6-5,185,"APR 26, 1992",30.0,6,Utah,1626153,Delon,
1,1610612737,2021,00,Jalen Johnson,jalen-johnson,1,F,6-8,219,"DEC 18, 2001",20.0,R,Duke,1630552,Jalen,#20 Pick in 2021 Draft
2,1610612737,2021,00,Sharife Cooper,sharife-cooper,2,G,6-1,176,"JUN 11, 2001",21.0,R,Auburn,1630536,Sharife,
3,1610612737,2021,00,Kevin Huerter,kevin-huerter,3,G-F,6-7,198,"AUG 27, 1998",23.0,3,Maryland,1628989,Kevin,
4,1610612737,2021,00,Skylar Mays,skylar-mays,4,G,6-4,205,"SEP 05, 1997",24.0,1,Louisiana State,1630219,Skylar,
5,1610612737,2021,00,Kevin Knox II,kevin-knox-ii,5,F,6-7,215,"AUG 11, 1999",22.0,3,Kentucky,1628995,Kevin,
6,1610612737,2021,00,Lou Williams,lou-williams,6,G,6-2,175,"OCT 27, 1986",35.0,16,South Gwinnett HS (GA),101150,Lou,
7,1610612737,2021,00,Timothe Luwawu-Cabarrot,timothe-luwawu-cabarrot,7,G-F,6-7,215,"MAY 09, 1995",27.0,5,                                   ,1627789,Timothe,
8,1610612737,2021,00,Danilo Gallinari,danilo-gallinari,8,F,6-10,236,"AUG 08, 1988",33.0,12,Olimpia Milano,201568,Danilo,
9,1610612737,2021,00,Gorgui Dieng,gorgui-dieng,10,C,6-10,248,"JAN 18, 1990",32.0,8,Louisville,203476,Gorgui,
10,1610612737,2021,00,Trae Young,trae-young,11,G,6-1,164,"SEP 19, 1998",23.0,3,Oklahoma,1629027,Trae,Draft Rights Traded from DAL on 06/21/18
11,1610612737,2021,00,De'Andre Hunter,deandre-hunter,12,F-G,6-8,221,"DEC 02, 1997",24.0,2,Virginia,1629631,De'Andre,Draft Rights Traded from NOP on 07/07/19
12,1610612737,2021,00,Bogdan Bogdanovic,bogdan-bogdanovic,13,G,6-6,225,"AUG 18, 1992",29.0,4,Fenerbahce,203992,Bogdan,Signed on 11/25/20
13,1610612737,2021,00,Clint Capela,clint-capela,15,C,6-10,256,"MAY 18, 1994",28.0,7,Elan Chalon,203991,Clint,Traded from HOU on 02/05/20
14,1610612737,2021,00,Onyeka Okongwu,onyeka-okongwu,17,F-C,6-8,240,"DEC 11, 2000",21.0,1,Southern California,1630168,Onyeka,#6 Pick in 2020 Draft
15,1610612737,2021,00,John Collins,john-collins,20,F-C,6-9,226,"SEP 23, 1997",24.0,4,Wake Forest,1628381,John,#19 Pick in 2017 Draft
16,1610612737,2021,00,Chaundee Brown Jr.,chaundee-brown-jr,38,F,6-5,215,"DEC 04, 1998",23.0,R,Michigan,1630602,Chaundee,
0,1610612738,2021,00,Matt Ryan,matt-ryan,,F,6-7,215,"APR 17, 1997",25.0,R,Tennessee-Chattanooga,1630346,Matt,
1,1610612738,2021,00,Jayson Tatum,jayson-tatum,0,F-G,6-8,210,"MAR 03, 1998",24.0,4,Duke,1628369,Jayson,#3 Pick in 2017 Draft
2,1610612738,2021,00,Jaylen Brown,jaylen-brown,7,G-F,6-6,223,"OCT 24, 1996",25.0,5,California,1627759,Jaylen,#3 Pick in 2016 Draft
3,1610612738,2021,00,Malik Fitts,malik-fitts,8,F,6-5,230,"JUL 04, 1997",24.0,1,,1630238,Malik,
4,1610612738,2021,00,Derrick White,derrick-white,9,G,6-4,190,"JUL 02, 1994",27.0,4,Colorado,1628401,Derrick,Traded from SAS on 02/10/22
5,1610612738,2021,00,Payton Pritchard,payton-pritchard,11,G,6-1,195,"JAN 28, 1998",24.0,1,Oregon,1630202,Payton,#26 Pick in 2020 Draft
6,1610612738,2021,00,Grant Williams,grant-williams,12,F,6-6,236,"NOV 30, 1998",23.0,2,Tennessee,1629684,Grant,#22 Pick in 2019 Draft
7,1610612738,2021,00,Nik Stauskas,nik-stauskas,13,G,6-6,207,"OCT 07, 1993",28.0,5,Michigan,203917,Nik,
8,1610612738,2021,00,Juwan Morgan,juwan-morgan,16,F,6-7,232,"APR 17, 1997",25.0,2,Indiana,1629752,Juwan,
9,1610612738,2021,00,Aaron Nesmith,aaron-nesmith,26,G-F,6-5,215,"OCT 16, 1999",22.0,1,Vanderbilt,1630174,Aaron,
10,1610612738,2021,00,Daniel Theis,daniel-theis,27,F-C,6-9,245,"APR 04, 1992",30.0,4,Brose Bamberg,1628464,Daniel,
11,1610612738,2021,00,Sam Hauser,sam-hauser,30,F,6-7,217,"DEC 08, 1997",24.0,R,Virginia,1630573,Sam,Signed on 08/13/21
12,1610612738,2021,00,Marcus Smart,marcus-smart,36,G,6-4,220,"MAR 06, 1994",28.0,7,Oklahoma State,203935,Marcus,#6 Pick in 2014 Draft
13,1610612738,2021,00,Luke Kornet,luke-kornet,40,C-F,7-2,250,"JUL 15, 1995",26.0,4,Vanderbilt,1628436,Luke,Signed on 02/11/22
14,1610612738,2021,00,Al Horford,al-horford,42,C-F,6-9,240,"JUN 03, 1986",36.0,14,Florida,201143,Al,Traded from OKC on 06/18/21
15,1610612738,2021,00,Robert Williams III,robert-williams-iii,44,C-F,6-9,237,"OCT 17, 1997",24.0,3,Texas A&M,1629057,Robert,#27 Pick in 2018 Draft
16,1610612738,2021,00,Brodric Thomas,brodric-thomas,97,G,6-5,185,"JAN 28, 1997",25.0,1,,1630271,Brodric,
0,1610612739,2021,00,Kevin Love,kevin-love,0,F-C,6-8,251,"SEP 07, 1988",33.0,13,UCLA,201567,Kevin,Traded from MIN on 08/23/14
1,1610612739,2021,00,Brandon Goodwin,brandon-goodwin,00,G,6-0,180,"OCT 02, 1995",26.0,3,Florida Gulf Coast,1629164,Brandon,
2,1610612739,2021,00,Rajon Rondo,rajon-rondo,1,G,6-1,180,"FEB 22, 1986",36.0,15,Kentucky,200765,Rajon,
3,1610612739,2021,00,Collin Sexton,collin-sexton,2,G,6-1,190,"JAN 04, 1999",23.0,3,Alabama,1629012,Collin,
4,1610612739,2021,00,Caris LeVert,caris-levert,3,G,6-6,205,"AUG 25, 1994",27.0,5,Michigan,1627747,Caris,Traded from IND on 02/07/22
5,1610612739,2021,00,Evan Mobley,evan-mobley,4,C,6-11,215,"JUN 18, 2001",21.0,R,Southern California,1630596,Evan,#3 Pick in 2021 Draft
6,1610612739,2021,00,RJ Nembhard Jr.,rj-nembhard-jr,5,G,6-4,200,"MAR 22, 1999",23.0,R,Texas Christian,1630612,RJ,
7,1610612739,2021,00,Moses Brown,moses-brown,6,C,7-2,245,"OCT 13, 1999",22.0,2,UCLA,1629650,Moses,
8,1610612739,2021,00,Lamar Stevens,lamar-stevens,8,F,6-6,230,"JUL 09, 1997",24.0,1,Penn State,1630205,Lamar,Signed on 11/28/20
9,1610612739,2021,00,Dylan Windler,dylan-windler,9,G-F,6-6,196,"SEP 22, 1996",25.0,1,Belmont,1629685,Dylan,#26 Pick in 2019 Draft
10,1610612739,2021,00,Darius Garland,darius-garland,10,G,6-1,192,"JAN 26, 2000",22.0,2,Vanderbilt,1629636,Darius,#5 Pick in 2019 Draft
11,1610612739,2021,00,Cedi Osman,cedi-osman,16,F,6-7,230,"APR 08, 1995",27.0,4,Anadolu Efes,1626224,Cedi,Draft Rights Traded from MIN on 06/25/15
12,1610612739,2021,00,Ed Davis,ed-davis,21,C-F,6-9,218,"JUN 05, 1989",33.0,11,North Carolina,202334,Ed,
